HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Previous Names	Synonyms	Chromosome	Accession Numbers	RefSeq IDs
HGNC:2176	CNTN6	contactin 6	Approved			NB-3	3p26-p25	AB003592	NM_014461
HGNC:8011	CNTNAP1	contactin associated protein 1	Approved	NRXN4		p190, Caspr, CNTNAP	17q21	U87223	NM_003632
HGNC:13830	CNTNAP2	contactin associated protein-like 2	Approved			Caspr2, KIAA0868, NRXN4	7q35	AF193613	
HGNC:13834	CNTNAP3	contactin associated protein-like 3	Approved			CASPR3, KIAA1714, FLJ14195, CNTNAP3A	9q12	AF333769	NM_033655
HGNC:32035	CNTNAP3B	contactin associated protein-like 3B	Approved				9p12	BX538190	
HGNC:18747	CNTNAP4	contactin associated protein-like 4	Approved			CASPR4, KIAA1763	16q23.1	AB051550	NM_033401
HGNC:18748	CNTNAP5	contactin associated protein-like 5	Approved			caspr5, FLJ31966	2q14.1	AB077881	
HGNC:1858	CNTRL	centriolin	Approved	CEP1, CEP110	"centrosomal protein 1", "centrosomal protein 110kDa"		9q33.2	AF513978	NM_007018
HGNC:29616	CNTROB	centrobin, centrosomal BRCA2 interacting protein	Approved			LIP8, PP1221	17p13.1	AF331638	NM_053051
HGNC:21868	COA1	cytochrome c oxidase assembly factor 1 homolog (S. cerevisiae)	Approved	C7orf44	"chromosome 7 open reading frame 44"	FLJ10803, MITRAC15	7p13	AK001665	NM_018224
HGNC:24990	COA3	cytochrome c oxidase assembly factor 3	Approved	CCDC56	"coiled-coil domain containing 56"	HSPC009, MITRAC12	17q21.31	AF070665	NM_014019
HGNC:24604	COA4	cytochrome c oxidase assembly factor 4 homolog (S. cerevisiae)	Approved	CHCHD8	"coiled-coil-helix-coiled-coil-helix domain containing 8"	E2IG2, CMC3	11q13.4	AF242180	NM_016565
HGNC:33848	COA5	cytochrome c oxidase assembly factor 5	Approved	C2orf64	"chromosome 2 open reading frame 64"	MGC52110, FLJ27524, Pet191	2q11.2		NM_001008215
HGNC:18025	COA6	cytochrome c oxidase assembly factor 6 homolog (S. cerevisiae)	Approved	C1orf31	"chromosome 1 open reading frame 31"		1q42.2		NM_001012985
HGNC:25716	COA7	cytochrome c oxidase assembly factor 7 (putative)	Approved	C1orf163, SELRC1	"chromosome 1 open reading frame 163", "Sel1 repeat containing 1", "cytochrome c oxidase assembly factor 7"	FLJ12439, RESA1	1p32.3	AK022501	NM_023077
HGNC:29932	COASY	CoA synthase	Approved		"Coenzyme A synthase"	DPCK, NBP, CoASY, PPAT	17q12-q21	AF453478	NM_025233
HGNC:22199	COBL	cordon-bleu WH2 repeat protein	Approved		"cordon-bleu homolog (mouse)"	KIAA0633	7p12.2-p12.1	AB014533	NM_015198
HGNC:23571	COBLL1	cordon-bleu WH2 repeat protein-like 1	Approved		"COBL-like 1"	KIAA0977	2q24.3	AB023194	NM_014900
HGNC:2180	COCH	cochlin	Approved	DFNA31, DFNA9	"coagulation factor C (Limulus polyphemus homolog); cochlin", "coagulation factor C homolog, cochlin (Limulus polyphemus)"	COCH-5B2	14q11.2-q13		NM_004086
HGNC:6545	COG1	component of oligomeric golgi complex 1	Approved	LDLB	"low density lipoprotein receptor defect B complementing"	KIAA1381	17q25.1		
HGNC:6546	COG2	component of oligomeric golgi complex 2	Approved	LDLC	"low density lipoprotein receptor defect C complementing"		1q42.2	Z34975	NM_007357
HGNC:18619	COG3	component of oligomeric golgi complex 3	Approved			SEC34	13q14.11	AF131829	
HGNC:18620	COG4	component of oligomeric golgi complex 4	Approved			COD1, DKFZP586E1519	16q22.1	AL050101	
HGNC:14857	COG5	component of oligomeric golgi complex 5	Approved	GOLTC1	"golgi transport complex 1 (90 kDa subunit)"	GTC90	7q31	AF058718	
HGNC:18621	COG6	component of oligomeric golgi complex 6	Approved			COD2, KIAA1134	13q13.2	AK026638	
HGNC:18622	COG7	component of oligomeric golgi complex 7	Approved				16p12.2	AF070568	
HGNC:18623	COG8	component of oligomeric golgi complex 8	Approved			FLJ22315, DOR1	16q22.1	AK025968	NM_032382
HGNC:2184	COIL	coilin	Approved			CLN80, p80-coilin	17q22	U06632	
HGNC:2197	COL1A1	collagen, type I, alpha 1	Approved			OI4	17q21.33	Z74615	
HGNC:2198	COL1A2	collagen, type I, alpha 2	Approved	OI4	"osteogenesis imperfecta type IV"		7q21.3	Z74616	NM_000089
HGNC:2200	COL2A1	collagen, type II, alpha 1	Approved	SEDC, AOM	"collagen, type II, alpha 1 (primary osteoarthritis, spondyloepiphyseal dysplasia, congenital)", "arthroophthalmopathy, progressive (Stickler syndrome)"	STL1	12q12-q13.2	X16468	NM_001844
HGNC:2201	COL3A1	collagen, type III, alpha 1	Approved	EDS4A	"Ehlers-Danlos syndrome type IV, autosomal dominant"		2q32.2	X15332	NM_000090
HGNC:2202	COL4A1	collagen, type IV, alpha 1	Approved				13q34	J04217	
HGNC:2203	COL4A2	collagen, type IV, alpha 2	Approved			FLJ22259, DKFZp686I14213	13q34	AK025912	NM_001846
HGNC:2204	COL4A3	collagen, type IV, alpha 3 (Goodpasture antigen)	Approved				2q36-q37		NM_000091
HGNC:2205	COL4A3BP	collagen, type IV, alpha 3 (Goodpasture antigen) binding protein	Approved			GPBP, STARD11, CERT	5q13.3	AF136450	NM_005713
HGNC:2206	COL4A4	collagen, type IV, alpha 4	Approved			CA44	2q35-q37		NM_000092
HGNC:2207	COL4A5	collagen, type IV, alpha 5	Approved	ASLN, ATS	"Alport syndrome"		Xq22	M90464	
HGNC:2208	COL4A6	collagen, type IV, alpha 6	Approved				Xq22	U04845	
HGNC:2209	COL5A1	collagen, type V, alpha 1	Approved				9q34.2-q34.3	D90279	NM_000093
HGNC:2210	COL5A2	collagen, type V, alpha 2	Approved				2q14-q32	Y14690	NM_000393
HGNC:14864	COL5A3	collagen, type V, alpha 3	Approved				19p13.2	AF177941	NM_015719
HGNC:2211	COL6A1	collagen, type VI, alpha 1	Approved				21q22.3	M20776	NM_001848
HGNC:2212	COL6A2	collagen, type VI, alpha 2	Approved				21q22.3	M20777	
HGNC:2213	COL6A3	collagen, type VI, alpha 3	Approved				2q37	X52022	NM_004369
HGNC:26674	COL6A5	collagen, type VI, alpha 5	Approved	COL29A1	"collagen, type XXIX, alpha 1"	FLJ35880, VWA4	3q21.3	AK093199	NM_153264
HGNC:27023	COL6A6	collagen, type VI, alpha 6	Approved				3q22.1	AL713792	NM_001102608
HGNC:2214	COL7A1	collagen, type VII, alpha 1	Approved	EBDCT, EBD1, EBR1	"epidermolysis bullosa, dystrophic, dominant and recessive"		3p21.1	L02870	NM_000094
HGNC:2215	COL8A1	collagen, type VIII, alpha 1	Approved	C3orf7	"chromosome 3 open reading frame 7"	MGC9568	3q11.1-q13.2	AF170702	NM_001850
HGNC:2216	COL8A2	collagen, type VIII, alpha 2	Approved	FECD		PPCD, FECD1, PPCD2	1p34.2-p32.3	M60832	NM_005202
HGNC:2217	COL9A1	collagen, type IX, alpha 1	Approved				6q13		
HGNC:2218	COL9A2	collagen, type IX, alpha 2	Approved	EDM2		MED	1p33-p32	M95610	NM_001852
HGNC:2219	COL9A3	collagen, type IX, alpha 3	Approved			IDD, MED, EDM3, FLJ90759, DJ885L7.4.1	20q13.3	AK075240	NM_001853
HGNC:2185	COL10A1	collagen, type X, alpha 1	Approved				6q21-q22		
HGNC:2186	COL11A1	collagen, type XI, alpha 1	Approved	COLL6		STL2, CO11A1	1p21	J04177	NM_080630
HGNC:2187	COL11A2	collagen, type XI, alpha 2	Approved	DFNA13, DFNB53		HKE5	6p21.3	U32169	
HGNC:2188	COL12A1	collagen, type XII, alpha 1	Approved	COL12A1L	"collagen, type XII, alpha 1-like"		6q12-q13	U73779	NM_004370
HGNC:2190	COL13A1	collagen, type XIII, alpha 1	Approved				10q22	AJ293624	NM_005203
HGNC:2191	COL14A1	collagen, type XIV, alpha 1	Approved	UND	"undulin"		8q23		NM_021110
HGNC:2192	COL15A1	collagen, type XV, alpha 1	Approved				9q21-q22	L25286	NM_001855
HGNC:2193	COL16A1	collagen, type XVI, alpha 1	Approved				1p35-p34	M92642	NM_001856
HGNC:2194	COL17A1	collagen, type XVII, alpha 1	Approved	BPAG2		BP180	10q24.3	M91669	NM_130778, NM_000494
HGNC:2195	COL18A1	collagen, type XVIII, alpha 1	Approved	KNO	"Knobloch syndrome, type 1"	KS, KNO1	21q22.3		
HGNC:2196	COL19A1	collagen, type XIX, alpha 1	Approved				6q12-q13		
HGNC:14670	COL20A1	collagen, type XX, alpha 1	Approved			KIAA1510	20q13.33	BC043183	NM_020882
HGNC:17025	COL21A1	collagen, type XXI, alpha 1	Approved				6p12.3-p11.2	AF330693	
HGNC:22989	COL22A1	collagen, type XXII, alpha 1	Approved				8q24.3	AF406780	XM_291257
HGNC:22990	COL23A1	collagen, type XXIII, alpha 1	Approved			DKFZp434K0621	5q35.3	AL137461	NM_173465
HGNC:20821	COL24A1	collagen, type XXIV, alpha 1	Approved				1p22.3-p22.2	AF410793	NM_152890
HGNC:18603	COL25A1	collagen, type XXV, alpha 1	Approved				4q25	AF293340	NM_032518
HGNC:18038	COL26A1	collagen, type XXVI, alpha 1	Approved	EMID2	"EMI domain containing 2"	Emu2, EMI6	7q22.1	AJ416091	NM_133457
HGNC:22986	COL27A1	collagen, type XXVII, alpha 1	Approved			KIAA1870, MGC11337, FLJ11895	9q33.1	AB058773	NM_032888
HGNC:22442	COL28A1	collagen, type XXVIII, alpha 1	Approved				7p21.3	AJ890451	NM_001037763
HGNC:26978	COLCA2	colorectal cancer associated 2	Approved	C11orf93	"chromosome 11 open reading frame 93"	CASC13	11q23.1	BC042557	NM_001136105
HGNC:2220	COLEC10	collectin sub-family member 10 (C-type lectin)	Approved			CL-L1	8q23-q24.1	AB002631	
HGNC:17213	COLEC11	collectin sub-family member 11	Approved			MGC3279, CL-K1	2p25.3	BC000078	NM_024027
HGNC:16016	COLEC12	collectin sub-family member 12	Approved			SRCL, CL-P1, SCARA4	18p11.32	AB038518	
HGNC:26182	COLGALT1	collagen beta(1-O)galactosyltransferase 1	Approved	GLT25D1	"glycosyltransferase 25 domain containing 1"	FLJ22329	19p13.11	AK075541	NM_024656
HGNC:16790	COLGALT2	collagen beta(1-O)galactosyltransferase 2	Approved	C1orf17, GLT25D2	"chromosome 1 open reading frame 17", "glycosyltransferase 25 domain containing 2"	KIAA0584	1q25	AF288389	NM_015101
HGNC:2226	COLQ	collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase	Approved			EAD	3p	AF057036	NM_005677
HGNC:23024	COMMD1	copper metabolism (Murr1) domain containing 1	Approved	C2orf5	"chromosome 2 open reading frame 5 (MURR1)"	MURR1, MGC27155	2p15	BC022046	NM_152516
HGNC:24993	COMMD2	COMM domain containing 2	Approved			HSPC042	3q25.1	AY542158	NM_016094
HGNC:23332	COMMD3	COMM domain containing 3	Approved	C10orf8	"chromosome 10 open reading frame 8"	BUP	10p12.2	AY542159	NM_012071
HGNC:26027	COMMD4	COMM domain containing 4	Approved			FLJ20452	15q24.2	AY542160	NM_017828
HGNC:17902	COMMD5	COMM domain containing 5	Approved			HT002, FLJ13008, HCaRG	8q24.3	AK023070	NM_014066
HGNC:24015	COMMD6	COMM domain containing 6	Approved			Acrg	13q22	AY542161	XM_085023
HGNC:16223	COMMD7	COMM domain containing 7	Approved	C20orf92	"chromosome 20 open reading frame 92"	dJ1085F17.3	20q11	AY542162	NM_053041
HGNC:26036	COMMD8	COMM domain containing 8	Approved			FLJ20502	4p12	AY542163	NM_017845
HGNC:25014	COMMD9	COMM domain containing 9	Approved			HSPC166, FLJ31106	11p13	AY542164	NM_014186
HGNC:30201	COMMD10	COMM domain containing 10	Approved			PTD002	5q23.1	AY542165	NM_016144
HGNC:2227	COMP	cartilage oligomeric matrix protein	Approved	PSACH, EDM1, EPD1	"cartilage oligomeric matrix protein (pseudoachondroplasia, epiphyseal dysplasia 1, multiple)"	MED, THBS5	19p13.1	L32137	NM_000095
HGNC:2228	COMT	catechol-O-methyltransferase	Approved				22q11.21		NM_000754
HGNC:26309	COMTD1	catechol-O-methyltransferase domain containing 1	Approved			FLJ23841	10q22.2		NM_144589
HGNC:2230	COPA	coatomer protein complex, subunit alpha	Approved			HEP-COP	1q23.2	U24105	NM_004371
HGNC:2231	COPB1	coatomer protein complex, subunit beta 1	Approved	COPB	"coatomer protein complex, subunit beta"		11p15.2	BC037280	NM_016451
HGNC:2232	COPB2	coatomer protein complex, subunit beta 2 (beta prime)	Approved			beta'-COP, betaprime-COP	3q23	BC000326	NM_004766
HGNC:2234	COPE	coatomer protein complex, subunit epsilon	Approved			epsilon-COP	19p13.11	AJ131182	NM_007263
HGNC:2236	COPG1	coatomer protein complex, subunit gamma 1	Approved	COPG	"coatomer protein complex, subunit gamma"		3q21.3	AB047846	NM_016128
HGNC:2237	COPG2	coatomer protein complex, subunit gamma 2	Approved			2-COP	7q32	AF157833	NM_012133
HGNC:28848	COPRS	coordinator of PRMT5, differentiation stimulator	Approved	C17orf79	"chromosome 17 open reading frame 79"	TTP1, HSA272196, COPR5	17q11.2	AJ272196	NM_018405
HGNC:30747	COPS2	COP9 signalosome subunit 2	Approved		"COP9 constitutive photomorphogenic homolog subunit 2 (Arabidopsis)"	TRIP15, ALIEN, CSN2	15q21.2	AF212227	NM_004236
HGNC:2239	COPS3	COP9 signalosome subunit 3	Approved		"COP9 (constitutive photomorphogenic, Arabidopsis, homolog) subunit 3", "COP9 constitutive photomorphogenic homolog subunit 3 (Arabidopsis)"	SGN3, CSN3	17p11.2	AF031647	
HGNC:16702	COPS4	COP9 signalosome subunit 4	Approved		"COP9 (constitutive photomorphogenic, Arabidopsis, homolog) subunit 4", "COP9 constitutive photomorphogenic homolog subunit 4 (Arabidopsis)"	CSN4	4q21.22	AF100757	
HGNC:2240	COPS5	COP9 signalosome subunit 5	Approved		"COP9 (constitutive photomorphogenic, Arabidopsis, homolog) subunit 5", "COP9 constitutive photomorphogenic homolog subunit 5 (Arabidopsis)"	JAB1, SGN5, MOV-34, CSN5	8q13.1	U65928	
HGNC:21749	COPS6	COP9 signalosome subunit 6	Approved		"COP9 constitutive photomorphogenic homolog subunit 6 (Arabidopsis)"	MOV34-34KD, CSN6	7q22.1	BC002520	NM_006833
HGNC:16758	COPS7A	COP9 signalosome subunit 7A	Approved		"COP9 (constitutive photomorphogenic, Arabidopsis, homolog) subunit 7A", "COP9 constitutive photomorphogenic homolog subunit 7A (Arabidopsis)"	CSN7A	12p13.31	AF193844	
HGNC:16760	COPS7B	COP9 signalosome subunit 7B	Approved		"COP9 (constitutive photomorphogenic, Arabidopsis, homolog) subunit 7B", "COP9 constitutive photomorphogenic homolog subunit 7B (Arabidopsis)"	CSN7B	2q37.1	AK022674	NM_022730
HGNC:24335	COPS8	COP9 signalosome subunit 8	Approved		"COP9 constitutive photomorphogenic homolog subunit 8 (Arabidopsis)"	COP9, CSN8, MGC1297, SGN8	2q37.3		NM_006710
HGNC:2243	COPZ1	coatomer protein complex, subunit zeta 1	Approved	COPZ	"coatomer protein complex, subunit zeta"	CGI-120	12q13.2-q13.3	AF151878	NM_016057
HGNC:19356	COPZ2	coatomer protein complex, subunit zeta 2	Approved			MGC23008	17q21.2	AB037938	NM_016429
HGNC:25223	COQ2	coenzyme Q2 4-hydroxybenzoate polyprenyltransferase	Approved		"coenzyme Q2 homolog, prenyltransferase (yeast)"	CL640, FLJ26072	4q21.23		NM_015697
HGNC:18175	COQ3	coenzyme Q3 methyltransferase	Approved		"coenzyme Q3 homolog, methyltransferase (yeast)", "coenzyme Q3 homolog, methyltransferase (S. cerevisiae)"	bA9819.1	6q21	AF193016	NM_017421
HGNC:19693	COQ4	coenzyme Q4	Approved		"coenzyme Q4 homolog (yeast)", "coenzyme Q4 homolog (S. cerevisiae)"	CGI-92	9q34.2	AF151850	NM_016035
HGNC:28722	COQ5	coenzyme Q5 homolog, methyltransferase (S. cerevisiae)	Approved		"coenzyme Q5 homolog, methyltransferase (yeast)"	MGC4767	12q24.31	AK057777	NM_032314
HGNC:20233	COQ6	coenzyme Q6 monooxygenase	Approved		"coenzyme Q6 homolog (yeast)", "coenzyme Q6 homolog, monooxygenase (yeast)", "coenzyme Q6 homolog, monooxygenase (S. cerevisiae)"	CGI-10	14q24.1	AF132944	
HGNC:2244	COQ7	coenzyme Q7 homolog, ubiquinone (yeast)	Approved		"coenzyme Q, 7 (rat, yeast) homolog"	CLK-1, CAT5	16p12.3	U81276	NM_016138
HGNC:25302	COQ9	coenzyme Q9	Approved	C16orf49	"chromosome 16 open reading frame 49", "coenzyme Q9 homolog (yeast)", "coenzyme Q9 homolog (S. cerevisiae)"	DKFZP434K046	16q13	BC064946	NM_020312
HGNC:26515	COQ10A	coenzyme Q10 homolog A (S. cerevisiae)	Approved		"coenzyme Q10 homolog A (yeast)"	FLJ32452	12q13.3	AK057003	NM_144576
HGNC:25819	COQ10B	coenzyme Q10 homolog B (S. cerevisiae)	Approved		"coenzyme Q10 homolog B (yeast)"	FLJ13448	2q33.1	AK023510	NM_025147
HGNC:19012	CORIN	corin, serine peptidase	Approved		"corin, serine protease"	PRSC, CRN, ATC2, Lrp4, TMPRSS10	4p13-p12	AF133845	
HGNC:2252	CORO1A	coronin, actin binding protein, 1A	Approved		"coronin, actin-binding protein, 1A"	HCORO1, p57, coronin-1	16p11.2	X89109	NM_007074
HGNC:2253	CORO1B	coronin, actin binding protein, 1B	Approved		"coronin, actin-binding protein, 1B"	coronin-2	11q13.1	AK000860	NM_020441
HGNC:2254	CORO1C	coronin, actin binding protein, 1C	Approved		"coronin, actin-binding protein, 1C"	coronin-3, HCRNN4	12q24.1	BC002342	NM_014325
HGNC:2255	CORO2A	coronin, actin binding protein, 2A	Approved		"coronin, actin-binding protein, 2A"	IR10, WDR2	9q22.3	U57057	NM_003389
HGNC:2256	CORO2B	coronin, actin binding protein, 2B	Approved		"coronin, actin-binding protein, 2B"	ClipinC, KIAA0925	15q22.31	AB010098	NM_006091
HGNC:21356	CORO6	coronin 6	Approved			FLJ14871	17q11.2	AF193039	NM_032854
HGNC:26161	CORO7	coronin 7	Approved			FLJ22021	16p13.3	AK097238	NM_024535
HGNC:2257	CORT	cortistatin	Approved			MGC32686	1p36.22	AF013252	NM_001302
HGNC:18304	COTL1	coactosin-like F-actin binding protein 1	Approved		"coactosin-like 1 (Dictyostelium)"	CLP	16q24.1	L54057	NM_021149
HGNC:2265	COX4I1	cytochrome c oxidase subunit IV isoform 1	Approved	COX4	"cytochrome c oxidase subunit IV"	COX4-1	16q24.1	AF005889	NM_001861
HGNC:16232	COX4I2	cytochrome c oxidase subunit IV isoform 2 (lung)	Approved	COX4L2	"cytochrome c oxidase subunit IV isoform 2"	COXIV-2, COX4B, dJ857M17.2, COX4-2	20q11.21	AF257180	NM_032609
HGNC:2267	COX5A	cytochrome c oxidase subunit Va	Approved				15q25	M22760	NM_004255
HGNC:2269	COX5B	cytochrome c oxidase subunit Vb	Approved				2q11.2	BC006229	NM_001862
HGNC:2277	COX6A1	cytochrome c oxidase subunit VIa polypeptide 1	Approved	COX6A			12q24	X15341	NM_004373
HGNC:2279	COX6A2	cytochrome c oxidase subunit VIa polypeptide 2	Approved				16p11.12	U66875, M83308	NM_005205
HGNC:2280	COX6B1	cytochrome c oxidase subunit VIb polypeptide 1 (ubiquitous)	Approved	COX6B	"cytochrome c oxidase subunit Vib", "cytochrome c oxidase subunit Vib polypeptide 1 (ubiquitous)"	COXG	19q13.1	BC001015	NM_001863
HGNC:24380	COX6B2	cytochrome c oxidase subunit VIb polypeptide 2 (testis)	Approved			COXVIB2, FLJ32865, CT59	19q13.42	AK057427	NM_144613
HGNC:2285	COX6C	cytochrome c oxidase subunit VIc	Approved				8q22.2	X13238	NM_004374
HGNC:2287	COX7A1	cytochrome c oxidase subunit VIIa polypeptide 1 (muscle)	Approved	COX7A		COX7AH	19q13.1	BC002757	NM_001864
HGNC:2288	COX7A2	cytochrome c oxidase subunit VIIa polypeptide 2 (liver)	Approved			COXVIIa-L, COX7AL	6q14.1	X15822	NM_001865
HGNC:2289	COX7A2L	cytochrome c oxidase subunit VIIa polypeptide 2 like	Approved			EB1, COX7RP, COX7AR, SIG81	2p21	AB007618	NM_004718
HGNC:2291	COX7B	cytochrome c oxidase subunit VIIb	Approved				Xq21.1	Z14244	NM_001866
HGNC:24381	COX7B2	cytochrome c oxidase subunit VIIb2	Approved				4p12	AF125109	NM_130902
HGNC:2292	COX7C	cytochrome c oxidase subunit VIIc	Approved				5q14	BC001005	NM_001867
HGNC:2294	COX8A	cytochrome c oxidase subunit VIIIA (ubiquitous)	Approved	COX8	"cytochrome c oxidase subunit VIII", "cytochrome c oxidase subunit 8A (ubiquitous)"	COX8-2, COX8L, VIII-L, COX, VIII	11q12-q13	J04823	NM_004074
HGNC:24382	COX8C	cytochrome c oxidase subunit VIIIC	Approved		"cytochrome c oxidase subunit 8C"	COX8-3	14q32.13	AY161004	NM_182971
HGNC:2260	COX10	cytochrome c oxidase assembly homolog 10 (yeast)	Approved		"COX10 (yeast) homolog, cytochrome c oxidase assembly protein (heme A: farnesyltransferase)", "COX10 homolog, cytochrome c oxidase assembly protein, heme A: farnesyltransferase (yeast)"		17p12	U09466	NM_001303
HGNC:2261	COX11	cytochrome c oxidase assembly homolog 11 (yeast)	Approved		"COX11 (yeast) homolog, cytochrome c oxidase assembly protein", "COX11 cytochrome c oxidase assembly homolog (yeast)"	COX11P	17q22	AF044321	NM_004375
HGNC:28216	COX14	cytochrome c oxidase assembly homolog 14 (S. cerevisiae)	Approved	C12orf62	"chromosome 12 open reading frame 62", "COX14 cytochrome c oxidase assembly homolog (S. cerevisiae)"	MGC14288	12q13.12		NM_032901
HGNC:2263	COX15	cytochrome c oxidase assembly homolog 15 (yeast)	Approved		"COX15 (yeast) homolog, cytochrome c oxidase assembly protein", "COX15 homolog, cytochrome c oxidase assembly protein (yeast)"		10q24	AF044323	NP_510870
HGNC:20213	COX16	COX16 cytochrome c oxidase assembly homolog (S. cerevisiae)	Approved	C14orf112	"chromosome 14 open reading frame 112"	HSPC203	14q24.2	AF151037	NM_016468
HGNC:2264	COX17	COX17 cytochrome c oxidase copper chaperone	Approved		"COX17 (yeast) homolog, cytochrome c oxidase assembly protein", "COX17 homolog, cytochrome c oxidase assembly protein (yeast)", "COX17 homolog, cytochrome c oxidase assembly protein (S. cerevisiae)", "COX17 cytochrome c oxidase assembly homolog (S. cerevisiae)", "cytochrome c oxidase assembly homolog 17 (yeast)"		3q13.33	L77701	NM_005694
HGNC:26801	COX18	COX18 cytochrome C oxidase assembly factor	Approved		"COX18 cytochrome c oxidase assembly homolog (S. cerevisiae)", "cytochrome c oxidase assembly homolog 18 (yeast)"	FLJ38991	4q13.3	AY957564	NM_173827
HGNC:28074	COX19	cytochrome c oxidase assembly homolog 19 (S. cerevisiae)	Approved		"COX19 cytochrome c oxidase assembly homolog (S. cerevisiae)"	MGC104475	7p22.3	AY957566	NM_001031617
HGNC:26970	COX20	COX20 cytochrome C oxidase assembly factor	Approved	FAM36A	"family with sequence similarity 36, member A", "COX20 Cox2 chaperone homolog (S. cerevisiae)"	FLJ43269	1q44	BC062419	NM_198076
HGNC:2295	CP	ceruloplasmin (ferroxidase)	Approved				3q23-q25	M13536	NM_000096
HGNC:2296	CPA1	carboxypeptidase A1 (pancreatic)	Approved	CPA			7q32		NM_001868
HGNC:2297	CPA2	carboxypeptidase A2 (pancreatic)	Approved				7q32	U19977	NM_001869
HGNC:2298	CPA3	carboxypeptidase A3 (mast cell)	Approved				3q24		NM_001870
HGNC:15740	CPA4	carboxypeptidase A4	Approved			CPA3	7q32	AF095719	NM_016352
HGNC:15722	CPA5	carboxypeptidase A5	Approved				7q32	AF384667	NM_001127441
HGNC:17245	CPA6	carboxypeptidase A6	Approved			CPAH	8q12.3	AF221594	NM_020361
HGNC:23228	CPAMD8	C3 and PZP-like, alpha-2-macroglobulin domain containing 8	Approved			KIAA1283, VIP, K-CAP	19p13.12	AY101765	NM_015692
HGNC:2299	CPB1	carboxypeptidase B1 (tissue)	Approved				3q24	AJ224866	NM_001871
